id,name,kind,row,col,utm_e,utm_n,lat,lon
815,confluence_814,gauge,42,132,558450.0,2911650.0,26.323566,87.585654
815,confluence_814,gauge+site,42,132,558450.0,2911650.0,26.323566,87.585654
816,confluence_815,gauge,35,44,532050.0,2913750.0,26.343364,87.32119
816,confluence_815,gauge+site,35,44,532050.0,2913750.0,26.343364,87.32119
817,confluence_816,gauge,35,145,562350.0,2913750.0,26.342362,87.624831
817,confluence_816,gauge+site,35,145,562350.0,2913750.0,26.342362,87.624831
818,confluence_817,gauge,149,117,553950.0,2879550.0,26.033905,87.539231
818,confluence_817,gauge+site,149,117,553950.0,2879550.0,26.033905,87.539231
819,confluence_818,gauge,101,118,554250.0,2893950.0,26.163916,87.54283
819,confluence_818,gauge+site,101,118,554250.0,2893950.0,26.163916,87.54283
820,confluence_819,gauge,49,74,541050.0,2909550.0,26.305211,87.411248
820,confluence_819,gauge+site,49,74,541050.0,2909550.0,26.305211,87.411248
821,confluence_820,gauge,75,40,530850.0,2901750.0,26.235038,87.308877
821,confluence_820,gauge+site,75,40,530850.0,2901750.0,26.235038,87.308877
822,confluence_821,gauge,80,122,555450.0,2900250.0,26.220754,87.555106
822,confluence_821,gauge+site,80,122,555450.0,2900250.0,26.220754,87.555106
823,confluence_822,gauge,3,93,546750.0,2923350.0,26.429637,87.468853
823,confluence_822,gauge+site,3,93,546750.0,2923350.0,26.429637,87.468853
824,confluence_823,gauge,24,151,564150.0,2917050.0,26.372077,87.643033
824,confluence_823,gauge+site,24,151,564150.0,2917050.0,26.372077,87.643033
825,confluence_824,gauge,66,73,540750.0,2904450.0,26.25917,87.408081
825,confluence_824,gauge+site,66,73,540750.0,2904450.0,26.25917,87.408081
826,confluence_825,gauge,55,27,526950.0,2907750.0,26.289293,87.269955
826,confluence_825,gauge+site,55,27,526950.0,2907750.0,26.289293,87.269955
827,confluence_826,gauge,54,129,557550.0,2908050.0,26.291098,87.576476
827,confluence_826,gauge+site,54,129,557550.0,2908050.0,26.291098,87.576476
828,confluence_827,gauge,166,142,561450.0,2874450.0,25.987556,87.613951
828,confluence_827,gauge+site,166,142,561450.0,2874450.0,25.987556,87.613951
829,confluence_828,gauge,146,155,565350.0,2880450.0,26.041561,87.653214
829,confluence_828,gauge+site,146,155,565350.0,2880450.0,26.041561,87.653214
830,confluence_829,gauge,23,60,536850.0,2917350.0,26.375753,87.369396
830,confluence_829,gauge+site,23,60,536850.0,2917350.0,26.375753,87.369396
831,confluence_830,gauge,22,107,550950.0,2917650.0,26.378028,87.510746
831,confluence_830,gauge+site,22,107,550950.0,2917650.0,26.378028,87.510746
832,confluence_831,gauge,140,149,563550.0,2882250.0,26.057894,87.63531
832,confluence_831,gauge+site,140,149,563550.0,2882250.0,26.057894,87.63531
833,confluence_832,gauge,52,113,552750.0,2908650.0,26.296701,87.528421
833,confluence_832,gauge+site,52,113,552750.0,2908650.0,26.296701,87.528421
834,confluence_833,gauge,129,119,554550.0,2885550.0,26.088058,87.545479
834,confluence_833,gauge+site,129,119,554550.0,2885550.0,26.088058,87.545479
835,confluence_834,gauge,22,101,549150.0,2917650.0,26.378091,87.492703
835,confluence_834,gauge+site,22,101,549150.0,2917650.0,26.378091,87.492703
836,confluence_835,gauge,64,105,550350.0,2905050.0,26.264282,87.504239
836,confluence_835,gauge+site,64,105,550350.0,2905050.0,26.264282,87.504239
837,confluence_836,gauge,48,69,539550.0,2909850.0,26.307962,87.39623
837,confluence_836,gauge+site,48,69,539550.0,2909850.0,26.307962,87.39623
838,confluence_837,gauge,139,158,566250.0,2882550.0,26.060481,87.662316
838,confluence_837,gauge+site,139,158,566250.0,2882550.0,26.060481,87.662316
839,confluence_838,gauge,85,85,544350.0,2898750.0,26.207596,87.443936
839,confluence_838,gauge+site,85,85,544350.0,2898750.0,26.207596,87.443936
840,confluence_839,gauge,40,90,545850.0,2912250.0,26.329444,87.45943
840,confluence_839,gauge+site,40,90,545850.0,2912250.0,26.329444,87.45943
841,confluence_840,gauge,17,123,555750.0,2919150.0,26.391391,87.558927
841,confluence_840,gauge+site,17,123,555750.0,2919150.0,26.391391,87.558927
842,confluence_841,gauge,123,110,551850.0,2887350.0,26.104411,87.518552
842,confluence_841,gauge+site,123,110,551850.0,2887350.0,26.104411,87.518552
843,confluence_842,gauge,21,64,538050.0,2917950.0,26.381139,87.381442
843,confluence_842,gauge+site,21,64,538050.0,2917950.0,26.381139,87.381442
844,confluence_843,gauge,20,132,558450.0,2918250.0,26.383157,87.585954
844,confluence_843,gauge+site,20,132,558450.0,2918250.0,26.383157,87.585954
845,confluence_844,gauge,13,90,545850.0,2920350.0,26.402579,87.459719
845,confluence_844,gauge+site,13,90,545850.0,2920350.0,26.402579,87.459719
846,confluence_845,gauge,139,144,562050.0,2882550.0,26.060668,87.62033
846,confluence_845,gauge+site,139,144,562050.0,2882550.0,26.060668,87.62033
847,confluence_846,gauge,89,102,549450.0,2897550.0,26.196594,87.494939
847,confluence_846,gauge+site,89,102,549450.0,2897550.0,26.196594,87.494939
848,confluence_847,gauge,133,159,566550.0,2884350.0,26.07672,87.665407
848,confluence_847,gauge+site,133,159,566550.0,2884350.0,26.07672,87.665407
849,confluence_848,gauge,135,132,558450.0,2883750.0,26.071653,87.584395
849,confluence_848,gauge+site,135,132,558450.0,2883750.0,26.071653,87.584395
850,confluence_849,gauge,42,41,531150.0,2911650.0,26.324422,87.31212
850,confluence_849,gauge+site,42,41,531150.0,2911650.0,26.324422,87.31212
851,confluence_850,gauge,43,125,556350.0,2911350.0,26.320942,87.5646
851,confluence_850,gauge+site,43,125,556350.0,2911350.0,26.320942,87.5646
852,confluence_851,gauge,46,39,530550.0,2910450.0,26.3136,87.306079
852,confluence_851,gauge+site,46,39,530550.0,2910450.0,26.3136,87.306079
853,confluence_852,gauge,46,42,531450.0,2910450.0,26.313581,87.315096
853,confluence_852,gauge+site,46,42,531450.0,2910450.0,26.313581,87.315096
854,confluence_853,gauge,149,149,563550.0,2879550.0,26.033515,87.635179
854,confluence_853,gauge+site,149,149,563550.0,2879550.0,26.033515,87.635179
855,confluence_854,gauge,78,51,534150.0,2900850.0,26.226837,87.341893
855,confluence_854,gauge+site,78,51,534150.0,2900850.0,26.226837,87.341893
856,confluence_855,gauge,146,149,563550.0,2880450.0,26.041641,87.635223
856,confluence_855,gauge+site,146,149,563550.0,2880450.0,26.041641,87.635223
857,confluence_856,gauge,147,131,558150.0,2880150.0,26.03916,87.581235
857,confluence_856,gauge+site,147,131,558150.0,2880150.0,26.03916,87.581235
858,confluence_857,gauge,60,65,538350.0,2906250.0,26.275489,87.384101
858,confluence_857,gauge+site,60,65,538350.0,2906250.0,26.275489,87.384101
859,confluence_858,gauge,69,127,556950.0,2903550.0,26.250491,87.570267
859,confluence_858,gauge+site,69,127,556950.0,2903550.0,26.250491,87.570267
860,confluence_859,gauge,46,113,552750.0,2910450.0,26.312953,87.528494
860,confluence_859,gauge+site,46,113,552750.0,2910450.0,26.312953,87.528494
861,confluence_860,gauge,154,116,553650.0,2878050.0,26.020372,87.536171
861,confluence_860,gauge+site,154,116,553650.0,2878050.0,26.020372,87.536171
862,confluence_861,gauge,59,29,527550.0,2906550.0,26.278447,87.275939
862,confluence_861,gauge+site,59,29,527550.0,2906550.0,26.278447,87.275939
863,confluence_862,gauge,31,37,529950.0,2914950.0,26.354245,87.300173
863,confluence_862,gauge+site,31,37,529950.0,2914950.0,26.354245,87.300173
864,confluence_863,gauge,75,65,538350.0,2901750.0,26.234857,87.383967
864,confluence_863,gauge+site,75,65,538350.0,2901750.0,26.234857,87.383967
865,confluence_864,gauge,77,56,535650.0,2901150.0,26.229509,87.356918
865,confluence_864,gauge+site,77,56,535650.0,2901150.0,26.229509,87.356918
866,confluence_865,gauge,100,68,539250.0,2894250.0,26.167112,87.392751
866,confluence_865,gauge+site,100,68,539250.0,2894250.0,26.167112,87.392751
867,confluence_866,gauge,98,79,542550.0,2894850.0,26.172436,87.425791
867,confluence_866,gauge+site,98,79,542550.0,2894850.0,26.172436,87.425791
868,confluence_867,gauge,12,7,520950.0,2920650.0,26.405873,87.210064
868,confluence_867,gauge+site,12,7,520950.0,2920650.0,26.405873,87.210064
869,confluence_868,gauge,113,101,549150.0,2890350.0,26.131593,87.491664
869,confluence_868,gauge+site,113,101,549150.0,2890350.0,26.131593,87.491664
870,confluence_869,gauge,93,131,558150.0,2896350.0,26.185433,87.581959
870,confluence_869,gauge+site,93,131,558150.0,2896350.0,26.185433,87.581959
871,confluence_870,gauge,51,48,533250.0,2908950.0,26.299996,87.333091
871,confluence_870,gauge+site,51,48,533250.0,2908950.0,26.299996,87.333091
872,confluence_871,gauge,173,153,564750.0,2872350.0,25.968451,87.646816
872,confluence_871,gauge+site,173,153,564750.0,2872350.0,25.968451,87.646816
873,confluence_872,gauge,35,85,544350.0,2913750.0,26.343035,87.444452
873,confluence_872,gauge+site,35,85,544350.0,2913750.0,26.343035,87.444452
874,confluence_873,gauge,94,130,557850.0,2896050.0,26.182737,87.578944
874,confluence_873,gauge+site,94,130,557850.0,2896050.0,26.182737,87.578944
875,confluence_874,gauge,34,101,549150.0,2914050.0,26.345586,87.492565
875,confluence_874,gauge+site,34,101,549150.0,2914050.0,26.345586,87.492565
876,confluence_875,gauge,35,24,526050.0,2913750.0,26.343486,87.261061
876,confluence_875,gauge+site,35,24,526050.0,2913750.0,26.343486,87.261061
877,confluence_876,gauge,98,71,540150.0,2894850.0,26.172505,87.401775
877,confluence_876,gauge+site,98,71,540150.0,2894850.0,26.172505,87.401775
878,confluence_877,gauge,93,134,559050.0,2896350.0,26.185397,87.590966
878,confluence_877,gauge+site,93,134,559050.0,2896350.0,26.185397,87.590966
879,confluence_878,gauge,25,65,538350.0,2916750.0,26.370296,87.384414
879,confluence_878,gauge+site,25,65,538350.0,2916750.0,26.370296,87.384414
880,confluence_879,gauge,150,116,553650.0,2879250.0,26.031207,87.536221
880,confluence_879,gauge+site,150,116,553650.0,2879250.0,26.031207,87.536221
881,confluence_880,gauge,23,152,564450.0,2917350.0,26.374772,87.646055
881,confluence_880,gauge+site,23,152,564450.0,2917350.0,26.374772,87.646055
882,confluence_881,gauge,72,46,532650.0,2902650.0,26.243125,87.326921
882,confluence_881,gauge+site,72,46,532650.0,2902650.0,26.243125,87.326921
883,confluence_882,gauge,90,138,560250.0,2897250.0,26.193473,87.603017
883,confluence_882,gauge+site,90,138,560250.0,2897250.0,26.193473,87.603017
884,confluence_883,gauge,167,147,562950.0,2874150.0,25.984783,87.628923
884,confluence_883,gauge+site,167,147,562950.0,2874150.0,25.984783,87.628923
885,confluence_884,gauge,131,162,567450.0,2884950.0,26.082096,87.674436
885,confluence_884,gauge+site,131,162,567450.0,2884950.0,26.082096,87.674436
886,confluence_885,gauge,105,138,560250.0,2892750.0,26.152842,87.602808
886,confluence_885,gauge+site,105,138,560250.0,2892750.0,26.152842,87.602808
887,confluence_886,gauge,73,110,551850.0,2902350.0,26.23985,87.519152
887,confluence_886,gauge+site,73,110,551850.0,2902350.0,26.23985,87.519152
888,confluence_887,gauge,134,136,559650.0,2884050.0,26.074313,87.596406
888,confluence_887,gauge+site,134,136,559650.0,2884050.0,26.074313,87.596406
889,confluence_888,gauge,87,80,542850.0,2898150.0,26.202224,87.428902
889,confluence_888,gauge+site,87,80,542850.0,2898150.0,26.202224,87.428902
890,confluence_889,gauge,159,117,553950.0,2876550.0,26.006816,87.539107
890,confluence_889,gauge+site,159,117,553950.0,2876550.0,26.006816,87.539107
891,confluence_890,gauge,38,63,537750.0,2912850.0,26.335098,87.378285
891,confluence_890,gauge+site,38,63,537750.0,2912850.0,26.335098,87.378285
892,confluence_891,gauge,16,69,539550.0,2919450.0,26.394642,87.396525
892,confluence_891,gauge+site,16,69,539550.0,2919450.0,26.394642,87.396525
893,confluence_892,gauge,162,126,556650.0,2875650.0,25.998587,87.566048
893,confluence_892,gauge+site,162,126,556650.0,2875650.0,25.998587,87.566048
894,confluence_893,gauge,83,62,537450.0,2899350.0,26.21321,87.374887
894,confluence_893,gauge+site,83,62,537450.0,2899350.0,26.21321,87.374887
895,confluence_894,gauge,96,136,559650.0,2895450.0,26.177246,87.596929
895,confluence_894,gauge+site,96,136,559650.0,2895450.0,26.177246,87.596929
896,confluence_895,gauge,72,116,553650.0,2902650.0,26.242492,87.537186
896,confluence_895,gauge+site,72,116,553650.0,2902650.0,26.242492,87.537186
897,confluence_896,gauge,47,62,537450.0,2910150.0,26.310727,87.3752
897,confluence_896,gauge+site,47,62,537450.0,2910150.0,26.310727,87.3752
898,confluence_897,gauge,132,145,562350.0,2884650.0,26.079616,87.623429
898,confluence_897,gauge+site,132,145,562350.0,2884650.0,26.079616,87.623429
899,confluence_898,gauge,38,45,532350.0,2912850.0,26.335231,87.324173
899,confluence_898,gauge+site,38,45,532350.0,2912850.0,26.335231,87.324173
900,confluence_899,gauge,54,33,528750.0,2908050.0,26.291967,87.287992
900,confluence_899,gauge+site,54,33,528750.0,2908050.0,26.291967,87.287992
901,confluence_900,gauge,121,143,561750.0,2887950.0,26.109438,87.617587
901,confluence_900,gauge+site,121,143,561750.0,2887950.0,26.109438,87.617587
902,confluence_901,gauge,113,155,565350.0,2890350.0,26.13095,87.653711
902,confluence_901,gauge+site,113,155,565350.0,2890350.0,26.13095,87.653711
903,confluence_902,gauge,54,41,531150.0,2908050.0,26.291917,87.312033
903,confluence_902,gauge+site,54,41,531150.0,2908050.0,26.291917,87.312033
904,confluence_903,gauge,141,107,550950.0,2881950.0,26.055684,87.509341
904,confluence_903,gauge+site,141,107,550950.0,2881950.0,26.055684,87.509341
905,confluence_904,gauge,48,96,547650.0,2909850.0,26.307715,87.477377
905,confluence_904,gauge+site,48,96,547650.0,2909850.0,26.307715,87.477377
906,confluence_905,gauge,51,37,529950.0,2908950.0,26.300069,87.300033
906,confluence_905,gauge+site,51,37,529950.0,2908950.0,26.300069,87.300033
907,confluence_906,gauge,55,79,542550.0,2907750.0,26.288914,87.426215
907,confluence_906,gauge+site,55,79,542550.0,2907750.0,26.288914,87.426215
908,confluence_907,gauge,27,137,559950.0,2916150.0,26.364134,87.600893
908,confluence_907,gauge+site,27,137,559950.0,2916150.0,26.364134,87.600893
909,confluence_908,gauge,62,40,530850.0,2905650.0,26.270253,87.30897
909,confluence_908,gauge+site,62,40,530850.0,2905650.0,26.270253,87.30897
910,confluence_909,gauge,29,115,553350.0,2915550.0,26.358979,87.534717
910,confluence_909,gauge+site,29,115,553350.0,2915550.0,26.358979,87.534717
911,confluence_910,gauge,78,90,545850.0,2900850.0,26.22651,87.459025
911,confluence_910,gauge+site,78,90,545850.0,2900850.0,26.22651,87.459025
912,confluence_911,gauge,160,130,557850.0,2876250.0,26.003957,87.578064
912,confluence_911,gauge+site,160,130,557850.0,2876250.0,26.003957,87.578064
913,confluence_912,gauge,37,95,547350.0,2913150.0,26.337521,87.474493
913,confluence_912,gauge+site,37,95,547350.0,2913150.0,26.337521,87.474493
914,confluence_913,gauge,15,114,553050.0,2919750.0,26.396912,87.531884
914,confluence_913,gauge+site,15,114,553050.0,2919750.0,26.396912,87.531884
915,confluence_914,gauge,133,157,565950.0,2884350.0,26.076747,87.659408
915,confluence_914,gauge+site,133,157,565950.0,2884350.0,26.076747,87.659408
916,confluence_915,gauge,79,101,549150.0,2900550.0,26.223692,87.49205
916,confluence_915,gauge+site,79,101,549150.0,2900550.0,26.223692,87.49205
917,confluence_916,gauge,98,85,544350.0,2894850.0,26.172382,87.443803
917,confluence_916,gauge+site,98,85,544350.0,2894850.0,26.172382,87.443803
918,confluence_917,gauge,103,111,552150.0,2893350.0,26.158576,87.521793
918,confluence_917,gauge+site,103,111,552150.0,2893350.0,26.158576,87.521793
919,confluence_918,gauge,139,148,563250.0,2882550.0,26.060616,87.632326
919,confluence_918,gauge+site,139,148,563250.0,2882550.0,26.060616,87.632326
920,confluence_919,gauge,40,70,539850.0,2912250.0,26.329624,87.39931
920,confluence_919,gauge+site,40,70,539850.0,2912250.0,26.329624,87.39931
921,confluence_920,gauge,34,30,527850.0,2914050.0,26.346161,87.279106
921,confluence_920,gauge+site,34,30,527850.0,2914050.0,26.346161,87.279106
922,confluence_921,gauge,166,162,567450.0,2874450.0,25.987289,87.673894
922,confluence_921,gauge+site,166,162,567450.0,2874450.0,25.987289,87.673894
923,confluence_922,gauge,94,54,535050.0,2896050.0,26.183474,87.350773
923,confluence_922,gauge+site,94,54,535050.0,2896050.0,26.183474,87.350773
924,confluence_923,gauge,92,132,558450.0,2896650.0,26.18813,87.584975
924,confluence_923,gauge+site,92,132,558450.0,2896650.0,26.18813,87.584975
925,confluence_924,gauge,2,101,549150.0,2923650.0,26.432265,87.492933
925,confluence_924,gauge+site,2,101,549150.0,2923650.0,26.432265,87.492933
926,confluence_925,gauge,48,80,542850.0,2909850.0,26.307867,87.42929
926,confluence_925,gauge+site,48,80,542850.0,2909850.0,26.307867,87.42929
927,confluence_926,gauge,41,26,526650.0,2911950.0,26.327222,87.267037
927,confluence_926,gauge+site,41,26,526650.0,2911950.0,26.327222,87.267037
928,confluence_927,gauge,120,99,548550.0,2888250.0,26.112652,87.485584
928,confluence_927,gauge+site,120,99,548550.0,2888250.0,26.112652,87.485584
929,confluence_928,gauge,19,93,546750.0,2918550.0,26.386298,87.468677
929,confluence_928,gauge+site,19,93,546750.0,2918550.0,26.386298,87.468677
930,confluence_929,gauge,31,121,555150.0,2914950.0,26.353493,87.552732
930,confluence_929,gauge+site,31,121,555150.0,2914950.0,26.353493,87.552732
931,confluence_930,gauge,104,98,548250.0,2893050.0,26.156003,87.482761
931,confluence_930,gauge+site,104,98,548250.0,2893050.0,26.156003,87.482761
932,confluence_931,gauge,146,112,552450.0,2880450.0,26.042086,87.524275
932,confluence_931,gauge+site,146,112,552450.0,2880450.0,26.042086,87.524275
933,confluence_932,gauge,63,114,553050.0,2905350.0,26.266893,87.53129
933,confluence_932,gauge+site,63,114,553050.0,2905350.0,26.266893,87.53129
934,confluence_933,gauge,65,87,544950.0,2904750.0,26.261753,87.450151
934,confluence_933,gauge+site,65,87,544950.0,2904750.0,26.261753,87.450151
935,confluence_934,gauge,66,32,528450.0,2904450.0,26.259467,87.284907
935,confluence_934,gauge+site,66,32,528450.0,2904450.0,26.259467,87.284907
936,confluence_935,gauge,66,78,542250.0,2904450.0,26.259127,87.423102
936,confluence_935,gauge+site,66,78,542250.0,2904450.0,26.259127,87.423102
937,confluence_936,gauge,66,128,557250.0,2904450.0,26.258605,87.573311
937,confluence_936,gauge+site,66,128,557250.0,2904450.0,26.258605,87.573311
938,confluence_937,gauge,67,64,538050.0,2904150.0,26.256535,87.381034
938,confluence_937,gauge+site,67,64,538050.0,2904150.0,26.256535,87.381034
939,confluence_938,gauge,28,98,548250.0,2915850.0,26.361869,87.483613
939,confluence_938,gauge+site,28,98,548250.0,2915850.0,26.361869,87.483613
940,confluence_939,gauge,60,47,532950.0,2906250.0,26.275624,87.330017
940,confluence_939,gauge+site,60,47,532950.0,2906250.0,26.275624,87.330017
941,confluence_940,gauge,29,66,538650.0,2915550.0,26.359453,87.387385
941,confluence_940,gauge+site,29,66,538650.0,2915550.0,26.359453,87.387385
942,confluence_941,gauge,37,137,559950.0,2913150.0,26.337047,87.600753
942,confluence_941,gauge+site,37,137,559950.0,2913150.0,26.337047,87.600753
943,confluence_942,gauge,59,36,529650.0,2906550.0,26.278405,87.296973
943,confluence_942,gauge+site,59,36,529650.0,2906550.0,26.278405,87.296973
944,confluence_943,gauge,154,137,559950.0,2878050.0,26.020124,87.59913
944,confluence_943,gauge+site,154,137,559950.0,2878050.0,26.020124,87.59913
945,confluence_944,gauge,151,119,554550.0,2878950.0,26.028464,87.545203
945,confluence_944,gauge+site,151,119,554550.0,2878950.0,26.028464,87.545203
946,confluence_945,gauge,57,90,545850.0,2907150.0,26.283395,87.459249
946,confluence_945,gauge+site,57,90,545850.0,2907150.0,26.283395,87.459249
947,confluence_946,gauge,39,39,530550.0,2912550.0,26.332562,87.306129
947,confluence_946,gauge+site,39,39,530550.0,2912550.0,26.332562,87.306129
948,confluence_947,gauge,118,123,555750.0,2888850.0,26.117809,87.557619
948,confluence_947,gauge+site,118,123,555750.0,2888850.0,26.117809,87.557619
949,confluence_948,gauge,81,72,540450.0,2899950.0,26.218547,87.404936
949,confluence_948,gauge+site,81,72,540450.0,2899950.0,26.218547,87.404936
950,confluence_949,gauge,113,89,545550.0,2890350.0,26.131712,87.455653
950,confluence_949,gauge+site,113,89,545550.0,2890350.0,26.131712,87.455653
951,confluence_950,gauge,47,95,547350.0,2910150.0,26.310433,87.474383
951,confluence_950,gauge+site,47,95,547350.0,2910150.0,26.310433,87.474383
952,confluence_951,gauge,126,104,550050.0,2886450.0,26.096348,87.500517
952,confluence_951,gauge+site,126,104,550050.0,2886450.0,26.096348,87.500517
953,confluence_952,gauge,55,55,535350.0,2907750.0,26.28911,87.354096
953,confluence_952,gauge+site,55,55,535350.0,2907750.0,26.28911,87.354096
954,confluence_953,gauge,76,73,540750.0,2901450.0,26.232082,87.407987
954,confluence_953,gauge+site,76,73,540750.0,2901450.0,26.232082,87.407987
955,confluence_954,gauge,64,87,544950.0,2905050.0,26.264462,87.450161
955,confluence_954,gauge+site,64,87,544950.0,2905050.0,26.264462,87.450161
956,confluence_955,gauge,76,96,547650.0,2901450.0,26.231869,87.477067
956,confluence_955,gauge+site,76,96,547650.0,2901450.0,26.231869,87.477067
957,confluence_956,gauge,74,73,540750.0,2902050.0,26.2375,87.408006
957,confluence_956,gauge+site,74,73,540750.0,2902050.0,26.2375,87.408006
958,confluence_957,gauge,125,99,548550.0,2886750.0,26.099108,87.485528
958,confluence_957,gauge+site,125,99,548550.0,2886750.0,26.099108,87.485528
959,confluence_958,gauge,123,124,556050.0,2887350.0,26.104254,87.560555
959,confluence_958,gauge+site,123,124,556050.0,2887350.0,26.104254,87.560555
960,confluence_959,gauge,74,60,536850.0,2902050.0,26.237605,87.368958
960,confluence_959,gauge+site,74,60,536850.0,2902050.0,26.237605,87.368958
961,confluence_960,gauge,119,138,560250.0,2888550.0,26.114919,87.602613
961,confluence_960,gauge+site,119,138,560250.0,2888550.0,26.114919,87.602613
962,confluence_961,gauge,100,143,561750.0,2894250.0,26.166322,87.617886
962,confluence_961,gauge+site,100,143,561750.0,2894250.0,26.166322,87.617886
963,confluence_962,gauge,132,104,550050.0,2884650.0,26.080095,87.500447
963,confluence_962,gauge+site,132,104,550050.0,2884650.0,26.080095,87.500447
964,confluence_963,gauge,51,120,554850.0,2908950.0,26.29933,87.549469
964,confluence_963,gauge+site,51,120,554850.0,2908950.0,26.29933,87.549469
965,confluence_964,gauge,97,61,537150.0,2895150.0,26.175295,87.371764
965,confluence_964,gauge+site,97,61,537150.0,2895150.0,26.175295,87.371764
966,confluence_965,gauge,69,28,527250.0,2903550.0,26.251364,87.272871
966,confluence_965,gauge+site,69,28,527250.0,2903550.0,26.251364,87.272871
967,confluence_966,gauge,55,76,541650.0,2907750.0,26.288941,87.4172
967,confluence_966,gauge+site,55,76,541650.0,2907750.0,26.288941,87.4172
968,confluence_967,gauge,73,31,528150.0,2902350.0,26.240511,87.281857
968,confluence_967,gauge+site,73,31,528150.0,2902350.0,26.240511,87.281857
969,confluence_968,gauge,99,65,538350.0,2894550.0,26.169845,87.383754
969,confluence_968,gauge+site,99,65,538350.0,2894550.0,26.169845,87.383754
970,confluence_969,gauge,130,135,559350.0,2885250.0,26.08516,87.593461
970,confluence_969,gauge+site,130,135,559350.0,2885250.0,26.08516,87.593461
971,confluence_970,gauge,108,84,544050.0,2891850.0,26.145303,87.440699
971,confluence_970,gauge+site,108,84,544050.0,2891850.0,26.145303,87.440699
972,confluence_971,gauge,74,57,535950.0,2902050.0,26.237628,87.359947
972,confluence_971,gauge+site,74,57,535950.0,2902050.0,26.237628,87.359947
973,confluence_972,gauge,121,109,551550.0,2887950.0,26.109839,87.515576
973,confluence_972,gauge+site,121,109,551550.0,2887950.0,26.109839,87.515576
974,confluence_973,gauge,48,73,540750.0,2909850.0,26.307928,87.408252
974,confluence_973,gauge+site,48,73,540750.0,2909850.0,26.307928,87.408252
975,confluence_974,gauge,160,133,558750.0,2876250.0,26.003921,87.587057
975,confluence_974,gauge+site,160,133,558750.0,2876250.0,26.003921,87.587057
976,confluence_975,gauge,27,74,541050.0,2916150.0,26.364804,87.411458
976,confluence_975,gauge+site,27,74,541050.0,2916150.0,26.364804,87.411458
977,confluence_976,gauge,16,117,553950.0,2919450.0,26.394169,87.540894
977,confluence_976,gauge+site,16,117,553950.0,2919450.0,26.394169,87.540894
978,confluence_977,gauge,40,130,557850.0,2912250.0,26.329008,87.579669
978,confluence_977,gauge+site,40,130,557850.0,2912250.0,26.329008,87.579669
979,confluence_978,gauge,18,108,551250.0,2918850.0,26.388852,87.513801
979,confluence_978,gauge+site,18,108,551250.0,2918850.0,26.388852,87.513801
980,confluence_979,gauge,7,81,543150.0,2922150.0,26.418916,87.432709
980,confluence_979,gauge+site,7,81,543150.0,2922150.0,26.418916,87.432709
981,confluence_980,gauge,25,14,523050.0,2916750.0,26.370626,87.231051
981,confluence_980,gauge+site,25,14,523050.0,2916750.0,26.370626,87.231051
982,confluence_981,gauge,32,17,523950.0,2914650.0,26.351649,87.240033
982,confluence_981,gauge+site,32,17,523950.0,2914650.0,26.351649,87.240033
983,confluence_982,gauge,30,133,558750.0,2915250.0,26.356058,87.588824
983,confluence_982,gauge+site,30,133,558750.0,2915250.0,26.356058,87.588824
984,confluence_983,gauge,25,122,555450.0,2916750.0,26.369734,87.555816
984,confluence_983,gauge+site,25,122,555450.0,2916750.0,26.369734,87.555816
985,confluence_984,gauge,166,146,562650.0,2874450.0,25.987505,87.62594
985,confluence_984,gauge+site,166,146,562650.0,2874450.0,25.987505,87.62594
986,confluence_985,gauge,24,102,549450.0,2917050.0,26.372663,87.495687
986,confluence_985,gauge+site,24,102,549450.0,2917050.0,26.372663,87.495687
987,confluence_986,gauge,159,155,565350.0,2876550.0,26.006347,87.653019
987,confluence_986,gauge+site,159,155,565350.0,2876550.0,26.006347,87.653019
988,confluence_987,gauge,96,130,557850.0,2895450.0,26.177319,87.578917
988,confluence_987,gauge+site,96,130,557850.0,2895450.0,26.177319,87.578917
989,confluence_988,gauge,127,162,567450.0,2886150.0,26.092931,87.674499
989,confluence_988,gauge+site,127,162,567450.0,2886150.0,26.092931,87.674499
990,confluence_989,gauge,56,50,533850.0,2907450.0,26.286438,87.339063
990,confluence_989,gauge+site,56,50,533850.0,2907450.0,26.286438,87.339063
991,confluence_990,gauge,40,50,533850.0,2912250.0,26.329779,87.339189
991,confluence_990,gauge+site,40,50,533850.0,2912250.0,26.329779,87.339189
992,confluence_991,gauge,145,154,565050.0,2880750.0,26.044283,87.650231
992,confluence_991,gauge+site,145,154,565050.0,2880750.0,26.044283,87.650231
993,confluence_992,gauge,101,87,544950.0,2893950.0,26.164237,87.449776
993,confluence_992,gauge+site,101,87,544950.0,2893950.0,26.164237,87.449776
994,confluence_993,gauge,87,46,532650.0,2898150.0,26.202492,87.326808
994,confluence_993,gauge+site,87,46,532650.0,2898150.0,26.202492,87.326808
995,confluence_994,gauge,101,74,541050.0,2893950.0,26.164353,87.410753
995,confluence_994,gauge+site,101,74,541050.0,2893950.0,26.164353,87.410753
996,confluence_995,gauge,160,147,562950.0,2876250.0,26.003744,87.629024
996,confluence_995,gauge+site,160,147,562950.0,2876250.0,26.003744,87.629024
997,confluence_996,gauge,160,160,566850.0,2876250.0,26.00357,87.667992
997,confluence_996,gauge+site,160,160,566850.0,2876250.0,26.00357,87.667992
998,confluence_997,gauge,48,32,528450.0,2909850.0,26.308226,87.285026
