id,name,kind,row,col,utm_e,utm_n,lat,lon
1,outlet,gauge,172,148,563250.0,2872650.0,25.971226,87.631847
1,outlet,gauge+site,172,148,563250.0,2872650.0,25.971226,87.631847
2,confluence_1,gauge,170,147,562950.0,2873250.0,25.976656,87.628879
2,confluence_1,gauge+site,170,147,562950.0,2873250.0,25.976656,87.628879
3,confluence_2,gauge,169,146,562650.0,2873550.0,25.979378,87.625897
3,confluence_2,gauge+site,169,146,562650.0,2873550.0,25.979378,87.625897
4,confluence_3,gauge,168,145,562350.0,2873850.0,25.9821,87.622914
4,confluence_3,gauge+site,168,145,562350.0,2873850.0,25.9821,87.622914
5,confluence_4,gauge,167,143,561750.0,2874150.0,25.984834,87.616934
5,confluence_4,gauge+site,167,143,561750.0,2874150.0,25.984834,87.616934
6,confluence_5,gauge,162,143,561750.0,2875650.0,25.998378,87.617005
6,confluence_5,gauge+site,162,143,561750.0,2875650.0,25.998378,87.617005
7,confluence_6,gauge,161,144,562050.0,2875950.0,26.001074,87.620017
7,confluence_6,gauge+site,161,144,562050.0,2875950.0,26.001074,87.620017
8,confluence_7,gauge,159,142,561450.0,2876550.0,26.006518,87.61405
8,confluence_7,gauge+site,159,142,561450.0,2876550.0,26.006518,87.61405
9,confluence_8,gauge,157,141,561150.0,2877150.0,26.011948,87.61108
9,confluence_8,gauge+site,157,141,561150.0,2877150.0,26.011948,87.61108
10,confluence_9,gauge,156,140,560850.0,2877450.0,26.014669,87.608096
10,confluence_9,gauge+site,156,140,560850.0,2877450.0,26.014669,87.608096
11,confluence_10,gauge,155,139,560550.0,2877750.0,26.017391,87.605112
11,confluence_10,gauge+site,155,139,560550.0,2877750.0,26.017391,87.605112
12,confluence_11,gauge,153,138,560250.0,2878350.0,26.022821,87.602142
12,confluence_11,gauge+site,153,138,560250.0,2878350.0,26.022821,87.602142
13,confluence_12,gauge,151,137,559950.0,2878950.0,26.028251,87.599171
13,confluence_12,gauge+site,151,137,559950.0,2878950.0,26.028251,87.599171
14,confluence_13,gauge,150,137,559950.0,2879250.0,26.03096,87.599185
14,confluence_13,gauge+site,150,137,559950.0,2879250.0,26.03096,87.599185
15,confluence_14,gauge,146,137,559950.0,2880450.0,26.041795,87.59924
15,confluence_14,gauge+site,146,137,559950.0,2880450.0,26.041795,87.59924
16,confluence_15,gauge,145,136,559650.0,2880750.0,26.044516,87.596255
16,confluence_15,gauge+site,145,136,559650.0,2880750.0,26.044516,87.596255
17,confluence_16,gauge,144,136,559650.0,2881050.0,26.047225,87.596269
17,confluence_16,gauge+site,144,136,559650.0,2881050.0,26.047225,87.596269
18,confluence_17,gauge,144,135,559350.0,2881050.0,26.047237,87.59327
18,confluence_17,gauge+site,144,135,559350.0,2881050.0,26.047237,87.59327
19,confluence_18,gauge,143,133,558750.0,2881350.0,26.04997,87.587286
19,confluence_18,gauge+site,143,133,558750.0,2881350.0,26.04997,87.587286
20,confluence_19,gauge,142,132,558450.0,2881650.0,26.052691,87.584301
20,confluence_19,gauge+site,142,132,558450.0,2881650.0,26.052691,87.584301
21,confluence_20,gauge,142,131,558150.0,2881650.0,26.052704,87.581302
21,confluence_20,gauge+site,142,131,558150.0,2881650.0,26.052704,87.581302
22,confluence_21,gauge,172,165,568350.0,2872650.0,25.970994,87.682792
22,confluence_21,gauge+site,172,165,568350.0,2872650.0,25.970994,87.682792
23,confluence_22,gauge,169,165,568350.0,2873550.0,25.979121,87.682839
23,confluence_22,gauge+site,169,165,568350.0,2873550.0,25.979121,87.682839
24,confluence_23,gauge,164,163,567750.0,2875050.0,25.992693,87.676923
24,confluence_23,gauge+site,164,163,567750.0,2875050.0,25.992693,87.676923
25,confluence_24,gauge,163,162,567450.0,2875350.0,25.995415,87.673941
25,confluence_24,gauge+site,163,162,567450.0,2875350.0,25.995415,87.673941
26,confluence_25,gauge,162,162,567450.0,2875650.0,25.998124,87.673956
26,confluence_25,gauge+site,162,162,567450.0,2875650.0,25.998124,87.673956
27,confluence_26,gauge,157,159,566550.0,2877150.0,26.01171,87.66504
27,confluence_26,gauge+site,157,159,566550.0,2877150.0,26.01171,87.66504
28,confluence_27,gauge,155,158,566250.0,2877750.0,26.017141,87.662073
28,confluence_27,gauge+site,155,158,566250.0,2877750.0,26.017141,87.662073
29,confluence_28,gauge,154,157,565950.0,2878050.0,26.019863,87.65909
29,confluence_28,gauge+site,154,157,565950.0,2878050.0,26.019863,87.65909
30,confluence_29,gauge,153,154,565050.0,2878350.0,26.022613,87.650111
30,confluence_29,gauge+site,153,154,565050.0,2878350.0,26.022613,87.650111
31,confluence_30,gauge,149,153,564750.0,2879550.0,26.033462,87.647172
31,confluence_30,gauge+site,149,153,564750.0,2879550.0,26.033462,87.647172
32,confluence_31,gauge,146,152,564450.0,2880450.0,26.041601,87.644218
32,confluence_31,gauge+site,146,152,564450.0,2880450.0,26.041601,87.644218
33,confluence_32,gauge,145,150,563850.0,2880750.0,26.044337,87.638236
33,confluence_32,gauge+site,145,150,563850.0,2880750.0,26.044337,87.638236
34,confluence_33,gauge,144,149,563550.0,2881050.0,26.047059,87.635252
34,confluence_33,gauge+site,144,149,563550.0,2881050.0,26.047059,87.635252
35,confluence_34,gauge,141,129,557550.0,2881950.0,26.055436,87.575318
35,confluence_34,gauge+site,141,129,557550.0,2881950.0,26.055436,87.575318
36,confluence_35,gauge,137,150,563850.0,2883150.0,26.066007,87.638353
36,confluence_35,gauge+site,137,150,563850.0,2883150.0,26.066007,87.638353
37,confluence_36,gauge,140,127,556950.0,2882250.0,26.058169,87.569333
37,confluence_36,gauge+site,140,127,556950.0,2882250.0,26.058169,87.569333
38,confluence_37,gauge,139,127,556950.0,2882550.0,26.060878,87.569346
38,confluence_37,gauge+site,139,127,556950.0,2882550.0,26.060878,87.569346
39,confluence_38,gauge,138,125,556350.0,2882850.0,26.06361,87.563361
39,confluence_38,gauge+site,138,125,556350.0,2882850.0,26.06361,87.563361
40,confluence_39,gauge,136,150,563850.0,2883450.0,26.068716,87.638368
40,confluence_39,gauge+site,136,150,563850.0,2883450.0,26.068716,87.638368
41,confluence_40,gauge,137,122,555450.0,2883150.0,26.066354,87.554376
41,confluence_40,gauge+site,137,122,555450.0,2883150.0,26.066354,87.554376
42,confluence_41,gauge,142,118,554250.0,2881650.0,26.052855,87.542317
42,confluence_41,gauge+site,142,118,554250.0,2881650.0,26.052855,87.542317
43,confluence_42,gauge,141,114,553050.0,2881950.0,26.055609,87.530334
43,confluence_42,gauge+site,141,114,553050.0,2881950.0,26.055609,87.530334
44,confluence_43,gauge,140,113,552750.0,2882250.0,26.058328,87.527347
44,confluence_43,gauge+site,140,113,552750.0,2882250.0,26.058328,87.527347
45,confluence_44,gauge,140,111,552150.0,2882250.0,26.05835,87.521349
45,confluence_44,gauge+site,140,111,552150.0,2882250.0,26.05835,87.521349
46,confluence_45,gauge,139,110,551850.0,2882550.0,26.06107,87.518362
46,confluence_45,gauge+site,139,110,551850.0,2882550.0,26.06107,87.518362
47,confluence_46,gauge,138,109,551550.0,2882850.0,26.063789,87.515374
47,confluence_46,gauge+site,138,109,551550.0,2882850.0,26.063789,87.515374
48,confluence_47,gauge,134,109,551550.0,2884050.0,26.074625,87.515422
48,confluence_47,gauge+site,134,109,551550.0,2884050.0,26.074625,87.515422
49,confluence_48,gauge,131,109,551550.0,2884950.0,26.082751,87.515457
49,confluence_48,gauge+site,131,109,551550.0,2884950.0,26.082751,87.515457
50,confluence_49,gauge,129,110,551850.0,2885550.0,26.088158,87.518481
50,confluence_49,gauge+site,129,110,551850.0,2885550.0,26.088158,87.518481
51,confluence_50,gauge,126,111,552150.0,2886450.0,26.096274,87.521517
51,confluence_50,gauge+site,126,111,552150.0,2886450.0,26.096274,87.521517
52,confluence_51,gauge,117,109,551550.0,2889150.0,26.120674,87.515624
52,confluence_51,gauge+site,117,109,551550.0,2889150.0,26.120674,87.515624
53,confluence_52,gauge,116,108,551250.0,2889450.0,26.123394,87.512635
53,confluence_52,gauge+site,116,108,551250.0,2889450.0,26.123394,87.512635
54,confluence_53,gauge,115,107,550950.0,2889750.0,26.126113,87.509646
54,confluence_53,gauge+site,115,107,550950.0,2889750.0,26.126113,87.509646
55,confluence_54,gauge,115,102,549450.0,2889750.0,26.126166,87.494642
55,confluence_54,gauge+site,115,102,549450.0,2889750.0,26.126166,87.494642
56,confluence_55,gauge,114,99,548550.0,2890050.0,26.128905,87.485651
56,confluence_55,gauge+site,114,99,548550.0,2890050.0,26.128905,87.485651
57,confluence_56,gauge,112,98,548250.0,2890650.0,26.134333,87.482672
57,confluence_56,gauge+site,112,98,548250.0,2890650.0,26.134333,87.482672
58,confluence_57,gauge,111,97,547950.0,2890950.0,26.137052,87.479682
58,confluence_57,gauge+site,111,97,547950.0,2890950.0,26.137052,87.479682
59,confluence_58,gauge,110,96,547650.0,2891250.0,26.13977,87.476692
59,confluence_58,gauge+site,110,96,547650.0,2891250.0,26.13977,87.476692
60,confluence_59,gauge,107,95,547350.0,2892150.0,26.147907,87.473724
60,confluence_59,gauge+site,107,95,547350.0,2892150.0,26.147907,87.473724
61,confluence_60,gauge,106,94,547050.0,2892450.0,26.150625,87.470734
61,confluence_60,gauge+site,106,94,547050.0,2892450.0,26.150625,87.470734
62,confluence_61,gauge,105,91,546150.0,2892750.0,26.153363,87.46174
62,confluence_61,gauge+site,105,91,546150.0,2892750.0,26.153363,87.46174
63,confluence_62,gauge,104,90,545850.0,2893050.0,26.156082,87.458749
63,confluence_62,gauge+site,104,90,545850.0,2893050.0,26.156082,87.458749
64,confluence_63,gauge,103,89,545550.0,2893350.0,26.1588,87.455758
64,confluence_63,gauge+site,103,89,545550.0,2893350.0,26.1588,87.455758
65,confluence_64,gauge,128,154,565050.0,2885850.0,26.090332,87.650485
65,confluence_64,gauge+site,128,154,565050.0,2885850.0,26.090332,87.650485
66,confluence_65,gauge,126,155,565350.0,2886450.0,26.095736,87.653515
66,confluence_65,gauge+site,126,155,565350.0,2886450.0,26.095736,87.653515
67,confluence_66,gauge,122,153,564750.0,2887650.0,26.106598,87.647575
67,confluence_66,gauge+site,122,153,564750.0,2887650.0,26.106598,87.647575
68,confluence_67,gauge,121,152,564450.0,2887950.0,26.10932,87.644589
68,confluence_67,gauge+site,121,152,564450.0,2887950.0,26.10932,87.644589
69,confluence_68,gauge,120,150,563850.0,2888250.0,26.112056,87.638603
69,confluence_68,gauge+site,120,150,563850.0,2888250.0,26.112056,87.638603
70,confluence_69,gauge,111,149,563550.0,2890950.0,26.136448,87.635735
70,confluence_69,gauge+site,111,149,563550.0,2890950.0,26.136448,87.635735
71,confluence_70,gauge,110,148,563250.0,2891250.0,26.13917,87.632749
71,confluence_70,gauge+site,110,148,563250.0,2891250.0,26.13917,87.632749
72,confluence_71,gauge,109,147,562950.0,2891550.0,26.141891,87.629762
72,confluence_71,gauge+site,109,147,562950.0,2891550.0,26.141891,87.629762
73,confluence_72,gauge,107,146,562650.0,2892150.0,26.147322,87.62679
73,confluence_72,gauge+site,107,146,562650.0,2892150.0,26.147322,87.62679
74,confluence_73,gauge,106,145,562350.0,2892450.0,26.150044,87.623803
74,confluence_73,gauge+site,106,145,562350.0,2892450.0,26.150044,87.623803
75,confluence_74,gauge,105,144,562050.0,2892750.0,26.152765,87.620816
75,confluence_74,gauge+site,105,144,562050.0,2892750.0,26.152765,87.620816
76,confluence_75,gauge,104,143,561750.0,2893050.0,26.155487,87.617829
76,confluence_75,gauge+site,104,143,561750.0,2893050.0,26.155487,87.617829
77,confluence_76,gauge,101,141,561150.0,2893950.0,26.163639,87.611868
77,confluence_76,gauge+site,101,141,561150.0,2893950.0,26.163639,87.611868
78,confluence_77,gauge,99,139,560550.0,2894550.0,26.169082,87.605893
78,confluence_77,gauge+site,99,139,560550.0,2894550.0,26.169082,87.605893
79,confluence_78,gauge,102,88,545250.0,2893650.0,26.161518,87.452767
79,confluence_78,gauge+site,102,88,545250.0,2893650.0,26.161518,87.452767
80,confluence_79,gauge,98,133,558750.0,2894850.0,26.171865,87.587896
80,confluence_79,gauge+site,98,133,558750.0,2894850.0,26.171865,87.587896
81,confluence_80,gauge,99,82,543450.0,2894550.0,26.1697,87.434787
81,confluence_80,gauge+site,99,82,543450.0,2894550.0,26.1697,87.434787
82,confluence_81,gauge,98,81,543150.0,2894850.0,26.172418,87.431795
82,confluence_81,gauge+site,98,81,543150.0,2894850.0,26.172418,87.431795
83,confluence_82,gauge,95,132,558450.0,2895750.0,26.180004,87.584934
83,confluence_82,gauge+site,95,132,558450.0,2895750.0,26.180004,87.584934
84,confluence_83,gauge,94,131,558150.0,2896050.0,26.182725,87.581946
84,confluence_83,gauge+site,94,131,558150.0,2896050.0,26.182725,87.581946
85,confluence_84,gauge,97,82,543450.0,2895150.0,26.175118,87.434807
85,confluence_84,gauge+site,97,82,543450.0,2895150.0,26.175118,87.434807
86,confluence_85,gauge,93,130,557850.0,2896350.0,26.185446,87.578957
86,confluence_85,gauge+site,93,130,557850.0,2896350.0,26.185446,87.578957
87,confluence_86,gauge,91,129,557550.0,2896950.0,26.190875,87.575981
87,confluence_86,gauge+site,91,129,557550.0,2896950.0,26.190875,87.575981
88,confluence_87,gauge,90,128,557250.0,2897250.0,26.193596,87.572992
88,confluence_87,gauge+site,90,128,557250.0,2897250.0,26.193596,87.572992
89,confluence_88,gauge,88,128,557250.0,2897850.0,26.199013,87.573019
89,confluence_88,gauge+site,88,128,557250.0,2897850.0,26.199013,87.573019
90,confluence_89,gauge,94,80,542850.0,2896050.0,26.183262,87.428833
90,confluence_89,gauge+site,94,80,542850.0,2896050.0,26.183262,87.428833
91,confluence_90,gauge,93,79,542550.0,2896350.0,26.18598,87.42584
91,confluence_90,gauge+site,93,79,542550.0,2896350.0,26.18598,87.42584
92,confluence_91,gauge,93,77,541950.0,2896350.0,26.185998,87.419835
92,confluence_91,gauge+site,93,77,541950.0,2896350.0,26.185998,87.419835
93,confluence_92,gauge,92,72,540450.0,2896650.0,26.18875,87.404833
93,confluence_92,gauge+site,92,72,540450.0,2896650.0,26.18875,87.404833
94,confluence_93,gauge,87,127,556950.0,2898150.0,26.201734,87.570029
94,confluence_93,gauge+site,87,127,556950.0,2898150.0,26.201734,87.570029
95,confluence_94,gauge,85,126,556650.0,2898750.0,26.207163,87.567053
95,confluence_94,gauge+site,85,126,556650.0,2898750.0,26.207163,87.567053
96,confluence_95,gauge,85,123,555750.0,2898750.0,26.207199,87.558045
96,confluence_95,gauge+site,85,123,555750.0,2898750.0,26.207199,87.558045
97,confluence_96,gauge,85,119,554550.0,2898750.0,26.207245,87.546033
97,confluence_96,gauge+site,85,119,554550.0,2898750.0,26.207245,87.546033
98,confluence_97,gauge,84,118,554250.0,2899050.0,26.209965,87.543043
98,confluence_97,gauge+site,84,118,554250.0,2899050.0,26.209965,87.543043
99,confluence_98,gauge,83,117,553950.0,2899350.0,26.212685,87.540053
99,confluence_98,gauge+site,83,117,553950.0,2899350.0,26.212685,87.540053
100,confluence_99,gauge,82,116,553650.0,2899650.0,26.215405,87.537062
100,confluence_99,gauge+site,82,116,553650.0,2899650.0,26.215405,87.537062
101,confluence_100,gauge,80,115,553350.0,2900250.0,26.220834,87.534084
101,confluence_100,gauge+site,80,115,553350.0,2900250.0,26.220834,87.534084
102,confluence_101,gauge,88,76,541650.0,2897850.0,26.199551,87.416881
102,confluence_101,gauge+site,88,76,541650.0,2897850.0,26.199551,87.416881
103,confluence_102,gauge,87,75,541350.0,2898150.0,26.202268,87.413888
103,confluence_102,gauge+site,87,75,541350.0,2898150.0,26.202268,87.413888
104,confluence_103,gauge,86,74,541050.0,2898450.0,26.204985,87.410895
104,confluence_103,gauge+site,86,74,541050.0,2898450.0,26.204985,87.410895
105,confluence_104,gauge,84,74,541050.0,2899050.0,26.210403,87.410914
105,confluence_104,gauge+site,84,74,541050.0,2899050.0,26.210403,87.410914
106,confluence_105,gauge,83,73,540750.0,2899350.0,26.21312,87.40792
106,confluence_105,gauge+site,83,73,540750.0,2899350.0,26.21312,87.40792
107,confluence_106,gauge,82,72,540450.0,2899650.0,26.215838,87.404927
107,confluence_106,gauge+site,82,72,540450.0,2899650.0,26.215838,87.404927
108,confluence_107,gauge,81,71,540150.0,2899950.0,26.218555,87.401933
108,confluence_107,gauge+site,81,71,540150.0,2899950.0,26.218555,87.401933
109,confluence_108,gauge,128,158,566250.0,2885850.0,26.090277,87.662484
109,confluence_108,gauge+site,128,158,566250.0,2885850.0,26.090277,87.662484
110,confluence_109,gauge,123,161,567150.0,2887350.0,26.103779,87.671561
110,confluence_109,gauge+site,123,161,567150.0,2887350.0,26.103779,87.671561
111,confluence_110,gauge,121,160,566850.0,2887950.0,26.109211,87.668591
111,confluence_110,gauge+site,121,160,566850.0,2887950.0,26.109211,87.668591
112,confluence_111,gauge,120,158,566250.0,2888250.0,26.111947,87.662606
112,confluence_111,gauge+site,120,158,566250.0,2888250.0,26.111947,87.662606
113,confluence_112,gauge,94,93,546750.0,2896050.0,26.183141,87.467862
113,confluence_112,gauge+site,94,93,546750.0,2896050.0,26.183141,87.467862
114,confluence_113,gauge,91,95,547350.0,2896950.0,26.191247,87.473899
114,confluence_113,gauge+site,91,95,547350.0,2896950.0,26.191247,87.473899
115,confluence_114,gauge,118,158,566250.0,2888850.0,26.117365,87.662637
115,confluence_114,gauge+site,118,158,566250.0,2888850.0,26.117365,87.662637
116,confluence_115,gauge,90,94,547050.0,2897250.0,26.193966,87.470908
116,confluence_115,gauge+site,90,94,547050.0,2897250.0,26.193966,87.470908
117,confluence_116,gauge,86,94,547050.0,2898450.0,26.204801,87.470951
117,confluence_116,gauge+site,86,94,547050.0,2898450.0,26.204801,87.470951
118,confluence_117,gauge,84,93,546750.0,2899050.0,26.210229,87.46797
118,confluence_117,gauge+site,84,93,546750.0,2899050.0,26.210229,87.46797
119,confluence_118,gauge,83,92,546450.0,2899350.0,26.212947,87.464978
119,confluence_118,gauge+site,83,92,546450.0,2899350.0,26.212947,87.464978
120,confluence_119,gauge,80,70,539850.0,2900250.0,26.221272,87.398939
120,confluence_119,gauge+site,80,70,539850.0,2900250.0,26.221272,87.398939
121,confluence_120,gauge,82,91,546150.0,2899650.0,26.215666,87.461986
121,confluence_120,gauge+site,82,91,546150.0,2899650.0,26.215666,87.461986
122,confluence_121,gauge,79,69,539550.0,2900550.0,26.223989,87.395945
122,confluence_121,gauge+site,79,69,539550.0,2900550.0,26.223989,87.395945
123,confluence_122,gauge,80,90,545850.0,2900250.0,26.221093,87.459004
123,confluence_122,gauge+site,80,90,545850.0,2900250.0,26.221093,87.459004
124,confluence_123,gauge,77,67,538950.0,2901150.0,26.229423,87.389956
124,confluence_123,gauge+site,77,67,538950.0,2901150.0,26.229423,87.389956
125,confluence_124,gauge,76,68,539250.0,2901450.0,26.232124,87.392969
125,confluence_124,gauge+site,76,68,539250.0,2901450.0,26.232124,87.392969
126,confluence_125,gauge,78,89,545550.0,2900850.0,26.22652,87.456022
126,confluence_125,gauge+site,78,89,545550.0,2900850.0,26.22652,87.456022
127,confluence_126,gauge,72,68,539250.0,2902650.0,26.242959,87.393005
127,confluence_126,gauge+site,72,68,539250.0,2902650.0,26.242959,87.393005
128,confluence_127,gauge,72,67,538950.0,2902650.0,26.242967,87.390002
128,confluence_127,gauge+site,72,67,538950.0,2902650.0,26.242967,87.390002
129,confluence_128,gauge,78,87,544950.0,2900850.0,26.226539,87.450015
129,confluence_128,gauge+site,78,87,544950.0,2900850.0,26.226539,87.450015
130,confluence_129,gauge,71,66,538650.0,2902950.0,26.245684,87.387007
130,confluence_129,gauge+site,71,66,538650.0,2902950.0,26.245684,87.387007
131,confluence_130,gauge,77,86,544650.0,2901150.0,26.229257,87.447022
131,confluence_130,gauge+site,77,86,544650.0,2901150.0,26.229257,87.447022
132,confluence_131,gauge,75,87,544950.0,2901750.0,26.234665,87.450046
132,confluence_131,gauge+site,75,87,544950.0,2901750.0,26.234665,87.450046
133,confluence_132,gauge,70,66,538650.0,2903250.0,26.248393,87.387016
133,confluence_132,gauge+site,70,66,538650.0,2903250.0,26.248393,87.387016
134,confluence_133,gauge,74,86,544650.0,2902050.0,26.237383,87.447053
134,confluence_133,gauge+site,74,86,544650.0,2902050.0,26.237383,87.447053
135,confluence_134,gauge,69,67,538950.0,2903550.0,26.251094,87.390029
135,confluence_134,gauge+site,69,67,538950.0,2903550.0,26.251094,87.390029
136,confluence_135,gauge,68,66,538650.0,2903850.0,26.253811,87.387034
136,confluence_135,gauge+site,68,66,538650.0,2903850.0,26.253811,87.387034
137,confluence_136,gauge,72,85,544350.0,2902650.0,26.24281,87.44407
137,confluence_136,gauge+site,72,85,544350.0,2902650.0,26.24281,87.44407
138,confluence_137,gauge,65,66,538650.0,2904750.0,26.261937,87.387061
138,confluence_137,gauge+site,65,66,538650.0,2904750.0,26.261937,87.387061
139,confluence_138,gauge,62,67,538950.0,2905650.0,26.270055,87.390092
139,confluence_138,gauge+site,62,67,538950.0,2905650.0,26.270055,87.390092
140,confluence_139,gauge,61,66,538650.0,2905950.0,26.272772,87.387097
140,confluence_139,gauge+site,61,66,538650.0,2905950.0,26.272772,87.387097
141,confluence_140,gauge,73,82,543450.0,2902350.0,26.240129,87.435049
141,confluence_140,gauge+site,73,82,543450.0,2902350.0,26.240129,87.435049
142,confluence_141,gauge,59,62,537450.0,2906550.0,26.278222,87.375096
142,confluence_141,gauge+site,59,62,537450.0,2906550.0,26.278222,87.375096
143,confluence_142,gauge,59,61,537150.0,2906550.0,26.27823,87.372091
143,confluence_142,gauge+site,59,61,537150.0,2906550.0,26.27823,87.372091
144,confluence_143,gauge,59,58,536250.0,2906550.0,26.278253,87.363077
144,confluence_143,gauge+site,59,58,536250.0,2906550.0,26.278253,87.363077
145,confluence_144,gauge,57,57,535950.0,2907150.0,26.283678,87.360089
145,confluence_144,gauge+site,57,57,535950.0,2907150.0,26.283678,87.360089
146,confluence_145,gauge,72,79,542550.0,2902650.0,26.242865,87.426047
146,confluence_145,gauge+site,72,79,542550.0,2902650.0,26.242865,87.426047
147,confluence_146,gauge,52,56,535650.0,2908650.0,26.297229,87.357125
147,confluence_146,gauge+site,52,56,535650.0,2908650.0,26.297229,87.357125
148,confluence_147,gauge,67,80,542850.0,2904150.0,26.2564,87.429101
148,confluence_147,gauge+site,67,80,542850.0,2904150.0,26.2564,87.429101
149,confluence_148,gauge,61,79,542550.0,2905950.0,26.272662,87.426156
149,confluence_148,gauge+site,61,79,542550.0,2905950.0,26.272662,87.426156
150,confluence_149,gauge,51,52,534450.0,2908950.0,26.299967,87.345113
150,confluence_149,gauge+site,51,52,534450.0,2908950.0,26.299967,87.345113
151,confluence_150,gauge,54,45,532350.0,2908050.0,26.29189,87.324053
151,confluence_150,gauge+site,54,45,532350.0,2908050.0,26.29189,87.324053
152,confluence_151,gauge,53,44,532050.0,2908350.0,26.294606,87.321055
152,confluence_151,gauge+site,53,44,532050.0,2908350.0,26.294606,87.321055
153,confluence_152,gauge,57,80,542850.0,2907150.0,26.283488,87.4292
153,confluence_152,gauge+site,57,80,542850.0,2907150.0,26.283488,87.4292
154,confluence_153,gauge,50,42,531450.0,2909250.0,26.302745,87.315067
154,confluence_153,gauge+site,50,42,531450.0,2909250.0,26.302745,87.315067
155,confluence_154,gauge,54,80,542850.0,2908050.0,26.291614,87.42923
155,confluence_154,gauge+site,54,80,542850.0,2908050.0,26.291614,87.42923
156,confluence_155,gauge,79,112,552450.0,2900550.0,26.223576,87.525086
156,confluence_155,gauge+site,79,112,552450.0,2900550.0,26.223576,87.525086
157,confluence_156,gauge,47,76,541650.0,2910150.0,26.310611,87.417278
157,confluence_156,gauge+site,47,76,541650.0,2910150.0,26.310611,87.417278
158,confluence_157,gauge,75,112,552450.0,2901750.0,26.234411,87.525135
158,confluence_157,gauge+site,75,112,552450.0,2901750.0,26.234411,87.525135
159,confluence_158,gauge,73,111,552150.0,2902350.0,26.239839,87.522156
159,confluence_158,gauge+site,73,111,552150.0,2902350.0,26.239839,87.522156
160,confluence_159,gauge,72,112,552450.0,2902650.0,26.242537,87.525172
160,confluence_159,gauge+site,72,112,552450.0,2902650.0,26.242537,87.525172
161,confluence_160,gauge,49,46,532650.0,2909550.0,26.305427,87.327096
161,confluence_160,gauge+site,49,46,532650.0,2909550.0,26.305427,87.327096
162,confluence_161,gauge,44,48,533250.0,2911050.0,26.318957,87.333146
162,confluence_161,gauge+site,44,48,533250.0,2911050.0,26.318957,87.333146
163,confluence_162,gauge,43,47,532950.0,2911350.0,26.321673,87.330147
163,confluence_162,gauge+site,43,47,532950.0,2911350.0,26.321673,87.330147
164,confluence_163,gauge,39,46,532650.0,2912550.0,26.332515,87.327172
164,confluence_163,gauge+site,39,46,532650.0,2912550.0,26.332515,87.327172
165,confluence_164,gauge,32,46,532650.0,2914650.0,26.351477,87.327225
165,confluence_164,gauge+site,32,46,532650.0,2914650.0,26.351477,87.327225
166,confluence_165,gauge,31,45,532350.0,2914950.0,26.354192,87.324226
166,confluence_165,gauge+site,31,45,532350.0,2914950.0,26.354192,87.324226
167,confluence_166,gauge,80,112,552450.0,2900250.0,26.220867,87.525074
167,confluence_166,gauge+site,80,112,552450.0,2900250.0,26.220867,87.525074
168,confluence_167,gauge,80,108,551250.0,2900250.0,26.22091,87.513061
168,confluence_167,gauge+site,80,108,551250.0,2900250.0,26.22091,87.513061
169,confluence_168,gauge,79,107,550950.0,2900550.0,26.22363,87.51007
169,confluence_168,gauge+site,79,107,550950.0,2900550.0,26.22363,87.51007
170,confluence_169,gauge,77,106,550650.0,2901150.0,26.229058,87.50709
170,confluence_169,gauge+site,77,106,550650.0,2901150.0,26.229058,87.50709
171,confluence_170,gauge,74,105,550350.0,2902050.0,26.237195,87.504122
171,confluence_170,gauge+site,74,105,550350.0,2902050.0,26.237195,87.504122
172,confluence_171,gauge,73,104,550050.0,2902350.0,26.239914,87.50113
172,confluence_171,gauge+site,73,104,550050.0,2902350.0,26.239914,87.50113
173,confluence_172,gauge,71,101,549150.0,2902950.0,26.245363,87.492142
173,confluence_172,gauge+site,71,101,549150.0,2902950.0,26.245363,87.492142
174,confluence_173,gauge,70,100,548850.0,2903250.0,26.248082,87.489149
174,confluence_173,gauge+site,70,100,548850.0,2903250.0,26.248082,87.489149
175,confluence_174,gauge,69,99,548550.0,2903550.0,26.250801,87.486157
175,confluence_174,gauge+site,69,99,548550.0,2903550.0,26.250801,87.486157
176,confluence_175,gauge,45,78,542250.0,2910750.0,26.316011,87.423309
176,confluence_175,gauge+site,45,78,542250.0,2910750.0,26.316011,87.423309
177,confluence_176,gauge,66,98,548250.0,2904450.0,26.258937,87.483186
177,confluence_176,gauge+site,66,98,548250.0,2904450.0,26.258937,87.483186
178,confluence_177,gauge,65,97,547950.0,2904750.0,26.261656,87.480193
178,confluence_177,gauge+site,65,97,547950.0,2904750.0,26.261656,87.480193
179,confluence_178,gauge,64,96,547650.0,2905050.0,26.264375,87.4772
179,confluence_178,gauge+site,64,96,547650.0,2905050.0,26.264375,87.4772
180,confluence_179,gauge,43,78,542250.0,2911350.0,26.321428,87.423328
180,confluence_179,gauge+site,43,78,542250.0,2911350.0,26.321428,87.423328
181,confluence_180,gauge,32,41,531150.0,2914650.0,26.35151,87.312192
181,confluence_180,gauge+site,32,41,531150.0,2914650.0,26.35151,87.312192
182,confluence_181,gauge,42,77,541950.0,2911650.0,26.324146,87.420332
182,confluence_181,gauge+site,42,77,541950.0,2911650.0,26.324146,87.420332
183,confluence_182,gauge,41,76,541650.0,2911950.0,26.326864,87.417336
183,confluence_182,gauge+site,41,76,541650.0,2911950.0,26.326864,87.417336
184,confluence_183,gauge,59,96,547650.0,2906550.0,26.277918,87.477255
